OBJECTID,Facility Name,Street Address,City,ZIP Code,County Code,County Name,Type,Category,longitude,latitude,x,y
2015,SHC SPECIALTY HOSPITAL,4415 Lakeview Canyon Rd,Westlake Village,91361,37,Los Angeles,Hospital,General Acute Care Hospital,-118.8204,34.14539,-13227025.06,4048340.444
2016,WHITE MEMORIAL MEDICAL CENTER,1720 E Cesar E Chavez Ave,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21739,34.051,-13159898.31,4035651.481
2017,WHITTIER HOSPITAL MEDICAL CENTER,9080 Colima Rd,Whittier,90605,37,Los Angeles,Hospital,General Acute Care Hospital,-118.00303,33.95379,-13136035.87,4022598.182
2018,HENRY MAYO NEWHALL HOSPITAL,23845 Mcbean Pkwy,Valencia,91355,37,Los Angeles,Hospital,General Acute Care Hospital,-118.55324,34.39637,-13197284.95,4082149.16
2019,LANTERMAN DEVELOPMENTAL CENTER,3530 Pomona Blvd,Pomona,91768,37,Los Angeles,Hospital,General Acute Care Hospital,-117.81286,34.04567,-13114866.24,4034935.381
2020,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",1441 Eastlake Ave,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20471,34.062,-13158486.78,4037129.495
2021,LAC/HARBOR-UCLA MEDICAL CENTER,1000 W Carson St,Torrance,90502,37,Los Angeles,Hospital,General Acute Care Hospital,-118.29332,33.83149,-13168350.8,4006196.98
2022,LAC+USC MEDICAL CENTER,1200 N State St,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21031,34.05982,-13159110.17,4036836.564
2023,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 E 120Th St,Los Angeles,90059,37,Los Angeles,Hospital,General Acute Care Hospital,-118.2435,33.92453,-13162804.86,4018672.091
2024,LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,14445 Olive View Dr,Sylmar,91342,37,Los Angeles,Hospital,General Acute Care Hospital,-118.45255,34.32418,-13186076.19,4072414.326
2025,LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,7601 Imperial Hwy,Downey,90242,37,Los Angeles,Hospital,General Acute Care Hospital,-118.15795,33.92723,-13153281.48,4019034.319
2026,USC UNIVERSITY HOSPITAL - NORFOLK,1537 Norfolk St,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20332,34.06136,-13158332.04,4037043.496
2027,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 De Soto Ave,Woodland Hills,91367,37,Los Angeles,Hospital,General Acute Care Hospital,-118.58829,34.17198,-13201186.7,4051917.525
2028,KECK HOSPITAL OF USC,1500 San Pablo St,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20287,34.06284,-13158281.95,4037242.37
2029,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 Baldwin Park Blvd,Baldwin Park,91706,37,Los Angeles,Hospital,General Acute Care Hospital,-117.986,34.06348,-13134140.1,4037328.368
2030,EARL AND LORAINE MILLER CHILDRENS HOSPITAL,2801 Atlantic Ave,Long Beach,90806,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1852,33.80801,-13156314.94,4003050.849
2031,LITTLE CO OF MARY TRANSITIONAL CARE CTR-BEACH CITY,514 N Prospect Ave,Redondo Beach,92072,37,Los Angeles,Hospital,General Acute Care Hospital,-118.37779,33.85039,-13177753.95,4008730.055
2032,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 Imperial Hwy,Downey,90242,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1290216,33.9171234,-13150061.19,4017678.49
2033,PALMDALE REGIONAL MEDICAL CENTER,38600 Medical Center Dr,Palmdale,93551,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1443461,34.5843754,-13151767.09,4107541.219
2034,SAN FERNANDO POST ACUTE HOSPITAL,12260 Foothill Blvd,Sylmar,91342,37,Los Angeles,Hospital,General Acute Care Hospital,-118.4028359,34.28174614,-13180542.04,4066696.021
2035,CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,1104 Ventura Ave,Chowchilla,93610,39,Madera,Hospital,General Acute Care Hospital,-120.2736,37.1208,-13388794.49,4455957.443
2036,MADERA COMMUNITY HOSPITAL,1250 E Almond Ave,Madera,93637,39,Madera,Hospital,General Acute Care Hospital,-120.04561,36.94535,-13363414.76,4431491.31
2037,VALLEY CHILDREN'S HOSPITAL,9300 Valley Children'S Pl,Madera,93636,39,Madera,Hospital,General Acute Care Hospital,-119.80042,36.88439,-13336120.34,4423003.764
2038,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,99 Montecillo Rd,San Rafael,94903,41,Marin,Hospital,General Acute Care Hospital,-122.55376,38.0041,-13642620.69,4580004.316
2039,KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,1125 Sir Francis Drake Blvd.,Kentfield,94904,41,Marin,Hospital,General Acute Care Hospital,-122.55451,37.9608,-13642704.18,4573888.942
2040,MARIN GENERAL HOSPITAL,250 Bon Air Rd,Greenbrae,94904,41,Marin,Hospital,General Acute Care Hospital,-122.53715,37.94651,-13640771.67,4571871.518
2041,NOVATO COMMUNITY HOSPITAL,1625 Hill Rd,Novato,94947,41,Marin,Hospital,General Acute Care Hospital,-122.58049,38.09842,-13645596.26,4593337.895
2042,NOVATO COMMUNITY HOSPITAL,180 Rowland Way,Novato,94945,41,Marin,Hospital,General Acute Care Hospital,-122.55887,38.09749,-13643189.53,4593206.341
2043,JOHN C FREMONT HEALTHCARE DISTRICT,5189 Hospital Rd,Mariposa,95338,43,Mariposa,Hospital,General Acute Care Hospital,-119.97714,37.50126,-13355792.71,4509207.471
2044,FRANK R HOWARD MEMORIAL HOSPITAL,1 Madrone St,Willits,95490,45,Mendocino,Hospital,General Acute Care Hospital,-123.34973,39.40079,-13731227.63,4779244.262
2045,MENDOCINO COAST DISTRICT HOSPITAL,700 River Dr,Fort Bragg,95437,45,Mendocino,Hospital,General Acute Care Hospital,-123.80068,39.4326,-13781427.15,4783827.891
2046,UKIAH VALLEY MEDICAL CENTER/DORA STREET,1120 S Dora St,Ukiah,95482,45,Mendocino,Hospital,General Acute Care Hospital,-123.20981,39.13698,-13715651.81,4741311.096
2047,UKIAH VALLEY MEDICAL CENTER,275 Hospital Dr,Ukiah,95482,45,Mendocino,Hospital,General Acute Care Hospital,-123.20363,39.1528,-13714963.86,4743581.832
2048,Frank R. Howard memorial Hospital,One Marcela Drive,Willits,95490,45,Mendocino,Hospital,General Acute Care Hospital,-123.3515086,39.40019065,-13731425.63,4779157.919
2049,DOS PALOS MEMORIAL HOSPITAL,2118 Marguerite St,Dos Palos,93620,47,Merced,Hospital,General Acute Care Hospital,-120.62826,36.98681,-13428275.05,4437267.728
2050,MEMORIAL HOSPITAL LOS BANOS,520 W I St,Los Banos,93635,47,Merced,Hospital,General Acute Care Hospital,-120.86147,37.06273,-13454235.87,4447853.449
2051,MERCY MEDICAL CENTER - MERCED,333 Mercy Ave,Merced,95340,47,Merced,Hospital,General Acute Care Hospital,-120.4651815,37.3402309,-13410121.24,4486636.577
2052,MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,2740 M St,Merced,95340,47,Merced,Hospital,General Acute Care Hospital,-120.47866,37.3126,-13411621.66,4482768.518
2053,SURPRISE VALLEY COMMUNITY HOSPITAL,741 Main St,Cedarville,96104,49,Modoc,Hospital,General Acute Care Hospital,-120.17187,41.53221,-13377469.89,5091161.493
2054,MODOC MEDICAL CENTER,228 W Mcdowell Ave,Alturas,96101,49,Modoc,Hospital,General Acute Care Hospital,-120.54407,41.48001,-13418903,5083402.127
2055,MAMMOTH HOSPITAL,85 Sierra Park Road,Mammoth Lakes,93546,51,Mono,Hospital,General Acute Care Hospital,-118.96408,37.64524,-13243019.41,4529429.899
2056,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 Holman Hwy,Monterey,93940,53,Monterey,Hospital,General Acute Care Hospital,-121.92488,36.59827,-13572614.11,4383257.078
2057,GEORGE L MEE MEMORIAL HOSPITAL,300 Canal St,King City,93930,53,Monterey,Hospital,General Acute Care Hospital,-121.1325,36.2071,-13484406.79,4329154.878
2058,SALINAS VALLEY MEMORIAL HOSPITAL,450 E Romie Ln,Salinas,93901,53,Monterey,Hospital,General Acute Care Hospital,-121.6481,36.66022,-13541803.11,4391850.384
2059,NATIVIDAD MEDICAL CENTER,1441 Constitution Blvd,Salinas,93906,53,Monterey,Hospital,General Acute Care Hospital,-121.6297,36.69686,-13539754.83,4396936.105
2060,QUEEN OF THE VALLEY MEDICAL CENTER,1000 Trancas St,Napa,94558,55,Napa,Hospital,General Acute Care Hospital,-122.296,38.32363,-13613926.98,4625244.582
2061,ST. HELENA HOSPITAL,10 Woodland Rd,St. Helena,94574,55,Napa,Hospital,General Acute Care Hospital,-122.473003,38.53937349,-13633630.86,4655903.201
2062,N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,Po Box 1200,Yountville,94599,55,Napa,Hospital,General Acute Care Hospital,-122.361896,38.402379,-13621262.48,4636424.741
2063,SIERRA NEVADA MEMORIAL HOSPITAL,155 Glasson Way,Grass Valley,95945,57,Nevada,Hospital,General Acute Care Hospital,-121.04748,39.22932,-13474942.37,4754572.381
2064,TAHOE FOREST HOSPITAL,10121 Pine Ave,Truckee,96161,57,Nevada,Hospital,General Acute Care Hospital,-120.2014553,39.3245579,-13380763.35,4768268.151
2065,CHILDREN'S HOSPITAL OF ORANGE COUNTY,1201 W La Veta Ave,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.865261,33.780349,-13120699.5,3999345.605
2066,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 Talbert Ave,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.95524,33.70162,-13130715.91,3988806.254
2067,"PACIFIC ORANGE HOSPITAL, LLC",3350 W Ball Rd,Anaheim,92804,59,Orange,Hospital,General Acute Care Hospital,-118.00706,33.81716,-13136484.49,4004276.771
2068,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W La Palma Ave,Anaheim,92801,59,Orange,Hospital,General Acute Care Hospital,-117.93248,33.84725,-13128182.28,4008309.174
2069,ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,5742 Beach Blvd,Buena Park,90621,59,Orange,Hospital,General Acute Care Hospital,-117.99808,33.87674,-13135484.84,4012262.549
2070,BREA COMMUNITY HOSPITAL,380 W Central Ave,Brea,92621,59,Orange,Hospital,General Acute Care Hospital,-117.90124,33.93192,-13124704.66,4019663.548
2071,KINDRED HOSPITAL - BREA,875 N Brea Blvd,Brea,92821,59,Orange,Hospital,General Acute Care Hospital,-117.89341,33.93393,-13123833.03,4019933.229
2072,KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,441 N Lakeview Ave,Anaheim,92807,59,Orange,Hospital,General Acute Care Hospital,-117.81603,33.85295,-13115219.13,4009073.198
2073,CHAPMAN GLOBAL MEDICAL CENTER,2601 E Chapman Ave,Orange,92869,59,Orange,Hospital,General Acute Care Hospital,-117.82586,33.78785,-13116313.4,4000350.259
2074,COLLEGE HOSPITAL COSTA MESA,301 Victoria St,Costa Mesa,92627,59,Orange,Hospital,General Acute Care Hospital,-117.91303,33.65249,-13126017.12,3982234.177
2075,KINDRED HOSPITAL - SANTA ANA,1901 College Ave,Santa Ana,92706,59,Orange,Hospital,General Acute Care Hospital,-117.89175,33.76153,-13123648.24,3996825.449
2076,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,17100 Euclid St,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.93694,33.71546,-13128678.76,3990658.297
2077,ANAHEIM GLOBAL MEDICAL CENTER,1025 S Anaheim Blvd,Anaheim,92805,59,Orange,Hospital,General Acute Care Hospital,-117.90921,33.8209,-13125591.88,4004777.896
2078,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,1 Hoag Dr,Newport Beach,92663,59,Orange,Hospital,General Acute Care Hospital,-117.92949,33.62526,-13127849.44,3978593.26
2079,HUNTINGTON BEACH HOSPITAL,17772 Beach Blvd,Huntington Beach,92647,59,Orange,Hospital,General Acute Care Hospital,-117.98895,33.70442,-13134468.49,3989180.921
2080,LA PALMA INTERCOMMUNITY HOSPITAL,7901 Walker St,La Palma,90623,59,Orange,Hospital,General Acute Care Hospital,-118.03737,33.8485,-13139858.58,4008476.72
2081,ORANGE CO COMMUNITY HOSP - BUENA PARK,6850 Lincoln Ave,Buena Park,90620,59,Orange,Hospital,General Acute Care Hospital,-118.01393,33.83174,-13137249.25,4006230.48
2082,LOS ALAMITOS MEDICAL CENTER,3751 Katella Ave,Los Alamitos,90720,59,Orange,Hospital,General Acute Care Hospital,-118.0674,33.80327,-13143201.5,4002415.832
2083,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S Bristol St,Santa Ana,92704,59,Orange,Hospital,General Acute Care Hospital,-117.88539,33.71112,-13122940.25,3990077.494
2084,MISSION HOSPITAL REGIONAL MEDICAL CENTER,27700 Medical Center Rd,Mission Viejo,92691,59,Orange,Hospital,General Acute Care Hospital,-117.66768,33.56279,-13098704.89,3970244.754
2085,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,101 City Drive South,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.89064,33.7889,-13123524.67,4000490.9
2086,GARDEN GROVE HOSPITAL AND MEDICAL CENTER,12601 Garden Grove Blvd,Garden Grove,92843,59,Orange,Hospital,General Acute Care Hospital,-117.9130315,33.7745089,-13126017.28,3998563.466
2087,PLACENTIA LINDA HOSPITAL,1301 N Rose Dr,Placentia,92870,59,Orange,Hospital,General Acute Care Hospital,-117.8431129,33.88704521,-13118233.98,4013644.367
2088,SANTA ANA HOSPITAL MEDICAL CENTER INC,1901 N Fairview St,Santa Ana,92706,59,Orange,Hospital,General Acute Care Hospital,-117.90275,33.76261,-13124872.75,3996970.063
2089,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 Health Center Dr,Laguna Hills,92653,59,Orange,Hospital,General Acute Care Hospital,-117.70837,33.60796,-13103234.47,3976280.678
2090,SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,654 Camino De Los Mares,San Clemente,92673,59,Orange,Hospital,General Acute Care Hospital,-117.65019,33.45771,-13096757.91,3956215.449
2091,MISSION HOSPITAL LAGUNA BEACH,31872 Coast Hwy,Laguna Beach,92651,59,Orange,Hospital,General Acute Care Hospital,-117.7422502,33.4997391,-13107006,3961824.741
2092,ST. JOSEPH HOSPITAL - ORANGE,1100 W Stewart Dr,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.86516,33.7823,-13120688.25,3999606.906
2093,ST. JUDE MEDICAL CENTER,101 E Valencia Mesa Dr,Fullerton,92835,59,Orange,Hospital,General Acute Care Hospital,-117.92851,33.89349,-13127740.34,4014508.63
2094,FOOTHILL REGIONAL MEDICAL CENTER,14662 Newport Ave,Tustin,92780,59,Orange,Hospital,General Acute Care Hospital,-117.82903,33.73119,-13116666.28,3992763.617
2095,WEST ANAHEIM MEDICAL CENTER,3033 W Orange Ave,Anaheim,92804,59,Orange,Hospital,General Acute Care Hospital,-117.99492,33.82482,-13135133.07,4005303.164
2096,KINDRED HOSPITAL - WESTMINSTER,200 Hospital Cir,Westminster,92683,59,Orange,Hospital,General Acute Care Hospital,-117.99438,33.76301,-13135072.96,3997023.625
2097,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 N Tustin Ave,Santa Ana,92705,59,Orange,Hospital,General Acute Care Hospital,-117.83398,33.75361,-13117217.31,3995765.004
2098,ANAHEIM MEMORIAL MEDICAL CENTER WEST,1830 W Romneya Dr,Anaheim,92801,59,Orange,Hospital,General Acute Care Hospital,-117.94791,33.85048,-13129899.94,4008742.115
2099,FAIRVIEW DEVELOPMENTAL CENTER,2501 Harbor Blvd,Costa Mesa,92626,59,Orange,Hospital,General Acute Care Hospital,-117.91939,33.66325,-13126725.11,3983673.212
2100,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - WARNER,11250 Warner Ave,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.93159,33.71625,-13128083.21,3990764.022
2101,HOAG HOSPITAL IRVINE,16200 Sand Canyon Ave,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.77371,33.66168,-13110508.09,3983463.229
2102,HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,14851 Yorba St,Tustin,92780,59,Orange,Hospital,General Acute Care Hospital,-117.83028,33.74754,-13116805.43,3994952.33
2103,CHILDREN'S HOSPITAL AT MISSION,27700 Medical Center Rd,Mission Viejo,92691,59,Orange,Hospital,General Acute Care Hospital,-117.66768,33.56279,-13098704.89,3970244.754
2104,HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,393 S Tustin St,Orange,92866,59,Orange,Hospital,General Acute Care Hospital,-117.83563,33.78226,-13117400.99,3999601.548
2105,KAISER FND HOSP - ORANGE COUNTY - IRVINE,6640 Alton Pkwy,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.773889,33.658333,-13110528.01,3983015.592
2106,KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,3440 E La Palma Ave,Anaheim,92806,59,Orange,Hospital,General Acute Care Hospital,-117.8439815,33.8544317,-13118330.67,4009271.813
2107,HOAG ORTHOPEDIC INSTITUTE,16250 Sand Canyon Ave,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.7735916,33.6617789,-13110494.91,3983476.456
2108,SUTTER AUBURN FAITH HOSPITAL,11815 Education St,Auburn,95602,61,Placer,Hospital,General Acute Care Hospital,-121.0982,38.94452,-13480588.5,4713726.909
2109,SUTTER ROSEVILLE MEDICAL CENTER,1 Medical Plaza Dr,Roseville,95661,61,Placer,Hospital,General Acute Care Hospital,-121.25055,38.76439,-13497548.03,4687977.698
2110,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 Eureka Rd,Roseville,95661,61,Placer,Hospital,General Acute Care Hospital,-121.25107,38.74636,-13497605.91,4685403.931
2111,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,500 1St Ave,Portola,96122,63,Plumas,Hospital,General Acute Care Hospital,-120.47088,39.8052,-13410755.56,4837673.953
2112,INDIAN VALLEY HOSPITAL,184 Hot Springs Rd,Greenville,95947,63,Plumas,Hospital,General Acute Care Hospital,-120.93897,40.13951,-13462863.08,4886235.48
2113,PLUMAS DISTRICT HOSPITAL,1065 Bucks Lake Rd,Quincy,95971,63,Plumas,Hospital,General Acute Care Hospital,-120.96244,39.93938,-13465475.76,4857136.286
2114,SENECA DISTRICT HOSPITAL,130 Brentwood Dr,Chester,96020,63,Plumas,Hospital,General Acute Care Hospital,-121.23421,40.30518,-13495729.04,4910389.045
2115,CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,730 Magnolia Ave,Corona,92879,65,Riverside,Hospital,General Acute Care Hospital,-117.5546427,33.8586945,-13086121.63,4009843.237
2116,CORONA REGIONAL MEDICAL CENTER-MAIN,800 S Main St,Corona,92882,65,Riverside,Hospital,General Acute Care Hospital,-117.5668015,33.8733354,-13087475.14,4011806.062
2117,DESERT REGIONAL MEDICAL CENTER,1150 N Indian Canyon Dr,Palm Springs,92262,65,Riverside,Hospital,General Acute Care Hospital,-116.54549,33.83932,-12973783.29,4007246.315
2118,EISENHOWER MEDICAL CENTER,39000 Bob Hope Dr,Rancho Mirage,92270,65,Riverside,Hospital,General Acute Care Hospital,-116.40808,33.76418,-12958486.88,3997180.281
2119,HEMET VALLEY MEDICAL CENTER,1117 E Devonshire Ave,Hemet,92543,65,Riverside,Hospital,General Acute Care Hospital,-116.95958,33.75113,-13019879.57,3995432.959
2120,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 Monroe St,Indio,92201,65,Riverside,Hospital,General Acute Care Hospital,-116.23391,33.70677,-12939098.37,3989495.37
2121,PALO VERDE HOSPITAL,250 N 1St St,Blythe,92225,65,Riverside,Hospital,General Acute Care Hospital,-114.5956,33.61315,-12756722.56,3976974.381
2122,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,3865 Jackson St,Riverside,92503,65,Riverside,Hospital,General Acute Care Hospital,-117.43996,33.92573,-13073355.21,4018833.074
2123,RIVERSIDE COMMUNITY HOSPITAL,4445 Magnolia Ave,Riverside,92501,65,Riverside,Hospital,General Acute Care Hospital,-117.37997,33.97641,-13066677.16,4025634.244
2124,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,9990 County Farm Rd,Riverside,92503,65,Riverside,Hospital,General Acute Care Hospital,-117.45657,33.92007,-13075204.23,4018073.763
2125,SAN GORGONIO MEMORIAL HOSPITAL,600 N Highland Springs Ave,Banning,92220,65,Riverside,Hospital,General Acute Care Hospital,-116.94678,33.9295,-13018454.68,4019338.859
2126,KINDRED HOSPITAL - RIVERSIDE,2224 Medical Center Dr,Perris,92571,65,Riverside,Hospital,General Acute Care Hospital,-117.22161,33.81241,-13049048.61,4003640.341
2127,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,36485 Inland Valley Dr,Wildomar,92595,65,Riverside,Hospital,General Acute Care Hospital,-117.23699,33.59124,-13050760.7,3974046.066
2128,MENIFEE VALLEY MEDICAL CENTER,28400 Mccall Blvd,Sun City,92585,65,Riverside,Hospital,General Acute Care Hospital,-117.15691,33.72146,-13041846.24,3991461.292
2129,KAISER FOUNDATION HOSPITAL - RIVERSIDE,10800 Magnolia Ave,Riverside,92505,65,Riverside,Hospital,General Acute Care Hospital,-117.47082,33.9063,-13076790.53,4016226.675
2130,KAISER FOUNDATION HOSPITAL - MORENO VALLEY,27300 Iris Ave,Moreno Valley,92555,65,Riverside,Hospital,General Acute Care Hospital,-117.18677,33.89553,-13045170.24,4014782.208
2131,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,25500 Medical Center Dr,Murrieta,92562,65,Riverside,Hospital,General Acute Care Hospital,-117.18488,33.55788,-13044959.84,3969588.834
2132,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,26520 Cactus Ave,Moreno Valley,92555,65,Riverside,Hospital,General Acute Care Hospital,-117.19525,33.91187,-13046114.22,4016973.789
2133,Rancho Mirage Rehabilitation Facility,70000 Ramon Rd,Rancho Mirage,92270,65,Riverside,Hospital,General Acute Care Hospital,-116.4406,33.81611,-12962106.99,4004136.073
2134,TEMECULA VALLEY HOSPITAL,31700 Temecula Pkwy,Temecula,92592,65,Riverside,Hospital,General Acute Care Hospital,-117.1048018,33.4795943,-13036045.58,3959135.83
2135,VALLEY REHABILITATION HOSPITAL,28400 Mccall Blvd,Sun City,92586,65,Riverside,Hospital,General Acute Care Hospital,-117.16441,33.71968,-13042681.13,3991223.063
2136,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28100 Baxter Rd,Murrieta,92563,65,Riverside,Hospital,General Acute Care Hospital,-117.1624483,33.6122263,-13042462.76,3976850.929
2137,Joint Replacement Hospitals of America,Burr Street & Avenue 42,Indio,92201,65,Riverside,Hospital,General Acute Care Hospital,-116.260242,33.74441203,-12942029.63,3994533.557
2138,HealthSouth Murrieta Rehabilitation Hospital,35470 Whitewood Rd,Murrieta,92563,65,Riverside,Hospital,General Acute Care Hospital,-117.16284,33.60613,-13042506.36,3976036.075
2139,KAISER FOUNDATION HOSPITAL - SACRAMENTO,2025 Morse Ave,Sacramento,95825,67,Sacramento,Hospital,General Acute Care Hospital,-121.39232,38.60197,-13513329.79,4664815.773
2140,MERCY GENERAL HOSPITAL,4001 J St,Sacramento,95819,67,Sacramento,Hospital,General Acute Care Hospital,-121.45271,38.56955,-13520052.37,4660198.797
2141,MERCY SAN JUAN HOSPITAL,6501 Coyle Ave,Carmichael,95608,67,Sacramento,Hospital,General Acute Care Hospital,-121.31261,38.66818,-13504456.51,4674251.313
2142,METHODIST HOSPITAL OF SACRAMENTO,7500 Hospital Dr,Sacramento,95823,67,Sacramento,Hospital,General Acute Care Hospital,-121.41744,38.46416,-13516126.14,4645204.435
2143,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 Stockton Blvd,Sacramento,95817,67,Sacramento,Hospital,General Acute Care Hospital,-121.45738,38.55438,-13520572.24,4658039.132
2144,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 Capitol Ave,Sacramento,95816,67,Sacramento,Hospital,General Acute Care Hospital,-121.47028,38.57045,-13522008.26,4660326.939
2145,SUTTER MEMORIAL HOSPITAL,5151 F St,Sacramento,95819,67,Sacramento,Hospital,General Acute Care Hospital,-121.43948,38.57071,-13518579.62,4660363.958
2146,KAISER FOUNDATION HOSPITAL - SOUTH SACRAMENTO,6600 Bruceville Rd,Sacramento,95823,67,Sacramento,Hospital,General Acute Care Hospital,-121.42409,38.47144,-13516866.41,4646239.492
2147,MERCY HOSPITAL OF FOLSOM,1650 Creekside Dr,Folsom,95630,67,Sacramento,Hospital,General Acute Care Hospital,-121.1428,38.67223,-13485553.35,4674828.756
2148,VIBRA HOSPITAL OF SACRAMENTO,330 Montrose Dr,Folsom,95630,67,Sacramento,Hospital,General Acute Care Hospital,-121.1577854,38.6819654,-13487221.52,4676216.956
2149,SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.,2425 Stockton Blvd,Sacramento,95817,67,Sacramento,Hospital,General Acute Care Hospital,-121.4566,38.55359,-13520485.41,4657926.677
2150,SUTTER ELK GROVE HOSPITAL,Laguna Blvd & Big Horn Drive,Elk Grove,95758,67,Sacramento,Hospital,General Acute Care Hospital,-121.4063862,38.42164839,-13514895.64,4639162.3
2151,HAZEL HAWKINS MEMORIAL HOSPITAL,911 Sunset Dr,Hollister,95023,69,San Benito,Hospital,General Acute Care Hospital,-121.38609,36.835,-13512636.29,4416132.11
2152,BARSTOW COMMUNITY HOSPITAL,555 S 7Th Ave,Barstow,92311,71,San Bernardino,Hospital,General Acute Care Hospital,-117.01942,34.8938,-13026540.91,4149457.651
2153,BEAR VALLEY COMMUNITY HOSPITAL,41870 Garstin Dr,Big Bear Lake,92315,71,San Bernardino,Hospital,General Acute Care Hospital,-116.88988,34.24728,-13012120.59,4062053.544
2154,CHINO VALLEY MEDICAL CENTER,5451 Walnut Ave,Chino,91710,71,San Bernardino,Hospital,General Acute Care Hospital,-117.687,34.02626,-13100855.57,4032327.987
2155,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 San Bernardino St,Montclair,91763,71,San Bernardino,Hospital,General Acute Care Hospital,-117.69603,34.07774,-13101860.79,4039244.73
2156,KAISER FOUNDATION HOSPITAL - FONTANA,9961 Sierra Ave,Fontana,92335,71,San Bernardino,Hospital,General Acute Care Hospital,-117.43549,34.0725,-13072857.61,4038540.501
2157,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,25333 Barton Rd,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.2516,34.0482,-13052387.08,4035275.282
2158,LOMA LINDA UNIVERSITY MEDICAL CENTER,11234 Anderson St,Loma Linda,92354,71,San Bernardino,Hospital,General Acute Care Hospital,-117.26146,34.05164,-13053484.69,4035737.462
2159,MOUNTAINS COMMUNITY HOSPITAL,29101 Hospital Rd,Lake Arrowhead,92352,71,San Bernardino,Hospital,General Acute Care Hospital,-117.16716,34.26583,-13042987.26,4064551.928
2160,KINDRED HOSPITAL - ONTARIO,550 N Monterey Ave,Ontario,91764,71,San Bernardino,Hospital,General Acute Care Hospital,-117.64364,34.06881,-13096028.76,4038044.613
