Facility_Name,City,ZIP_Code,County_Code,County_Name,Type,Category,longitude,latitude,x,y
KAISER FOUNDATION HOSPITAL - WEST LA,Los Angeles,90034,37,Los Angeles,Hospital,General Acute Care Hospital,-118.37568,34.03793,-13177519.07,4033895.581
KINDRED HOSPITAL - LA MIRADA,La Mirada,90638,37,Los Angeles,Hospital,General Acute Care Hospital,-118.01289,33.91709,-13137133.48,4017674.009
LANCASTER COMMUNITY HOSPITAL,Lancaster,93534,37,Los Angeles,Hospital,General Acute Care Hospital,-118.14781,34.67949,-13152152.69,4120409.298
KINDRED HOSPITAL - SAN GABRIEL VALLEY,West Covina,91791,37,Los Angeles,Hospital,General Acute Care Hospital,-117.91669,34.0857,-13126424.54,4040314.595
PROMISE HOSPITAL OF EAST LOS ANGELES-EAST L.A. CAMPUS,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21227,34.03996,-13159328.35,4034168.284
PROVIDENCE LITTLE COMPANY OF MARY MEDICAL CENTER TORRANCE,Torrance,90503,37,Los Angeles,Hospital,General Acute Care Hospital,-118.35708,33.83767,-13175448.53,4007025.194
COMMUNITY HOSPITAL LONG BEACH,Long Beach,90804,37,Los Angeles,Hospital,General Acute Care Hospital,-118.14578,33.78871,-13151926.72,4000465.452
COLLEGE MEDICAL CENTER SOUTH CAMPUS D/P APH,Long Beach,90813,37,Los Angeles,Hospital,General Acute Care Hospital,-118.19382,33.78868,-13157274.51,4000461.434
MARINA DEL REY HOSPITAL,Marina Del Rey,90292,37,Los Angeles,Hospital,General Acute Care Hospital,-118.43971,33.98125,-13184646.85,4026283.983
PROVIDENCE TARZANA MEDICAL CENTER,Tarzana,91356,37,Los Angeles,Hospital,General Acute Care Hospital,-118.53136,34.16985,-13194849.28,4051630.939
MEMORIAL HOSPITAL OF GARDENA,Gardena,90247,37,Los Angeles,Hospital,General Acute Care Hospital,-118.29493,33.89246,-13168530.02,4014370.503
GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,Glendale,91204,37,Los Angeles,Hospital,General Acute Care Hospital,-118.25769,34.1284,-13164384.48,4046055.409
COLLEGE MEDICAL CENTER HAWTHORNE CAMPUS,Hawthorne,90250,37,Los Angeles,Hospital,General Acute Care Hospital,-118.35238,33.91145,-13174925.32,4016917.46
MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS,Panorama City,91402,37,Los Angeles,Hospital,General Acute Care Hospital,-118.45639,34.22138,-13186503.66,4058566.169
LONG BEACH MEMORIAL MEDICAL CENTER,Long Beach,90806,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1852,33.80801,-13156314.94,4003050.849
METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,Arcadia,91007,37,Los Angeles,Hospital,General Acute Care Hospital,-118.03879,34.13603,-13140016.65,4047081.529
OLYMPIA MEDICAL CENTER,Los Angeles,90036,37,Los Angeles,Hospital,General Acute Care Hospital,-118.36008,34.05754,-13175769.74,4036530.206
COMMUNITY AND MISSION HSP OF HNTG PARK-FLORENCE,Huntington Park,90255,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21204,33.97294,-13159302.75,4025168.452
MONROVIA MEMORIAL HOSPITAL,Monrovia,91016,37,Los Angeles,Hospital,General Acute Care Hospital,-117.99225,34.1491,-13134835.84,4048839.466
MONTEREY PARK HOSPITAL,Monterey Park,91754,37,Los Angeles,Hospital,General Acute Care Hospital,-118.13665,34.05308,-13150910.37,4035930.944
MOTION PICTURE AND TELEVISION HOSPITAL,Woodland Hills,91364,37,Los Angeles,Hospital,General Acute Care Hospital,-118.63644,34.1586,-13206546.73,4050117.408
CEDARS SINAI MEDICAL CENTER,Los Angeles,90048,37,Los Angeles,Hospital,General Acute Care Hospital,-118.38061,34.07681,-13178067.87,4039119.745
NORTHRIDGE HOSPITAL MEDICAL CENTER,Northridge,91325,37,Los Angeles,Hospital,General Acute Care Hospital,-118.53186,34.22075,-13194904.94,4058481.355
NORWALK COMMUNITY HOSPITAL,Norwalk,90650,37,Los Angeles,Hospital,General Acute Care Hospital,-118.0644,33.91108,-13142867.54,4016867.828
ORTHOPAEDIC HOSPITAL,Los Angeles,90007,37,Los Angeles,Hospital,General Acute Care Hospital,-118.27315,34.02969,-13166105.48,4032788.709
COLLEGE MEDICAL CENTER,Long Beach,90806,37,Los Angeles,Hospital,General Acute Care Hospital,-118.19355,33.80759,-13157244.45,4002994.581
PROMISE HOSPITAL OF EAST LOS ANGELES-SUBURBAN CAMPUS,Paramount,90723,37,Los Angeles,Hospital,General Acute Care Hospital,-118.16153,33.8849,-13153680,4013356.706
POMONA VALLEY HOSPITAL MEDICAL CENTER,Pomona,91767,37,Los Angeles,Hospital,General Acute Care Hospital,-117.75234,34.07852,-13108129.19,4039349.562
PRESBYTERIAN INTERCOMMUNITY HOSPITAL,Whittier,90602,37,Los Angeles,Hospital,General Acute Care Hospital,-118.04671,33.96775,-13140898.3,4024471.804
CITRUS VALLEY MEDICAL CENTER - QV CAMPUS,West Covina,91790,37,Los Angeles,Hospital,General Acute Care Hospital,-117.94528,34.06242,-13129607.17,4037185.93
KAISER FOUNDATION HOSPITAL - MENTAL HEALTH CENTER,Los Angeles,90012,37,Los Angeles,Hospital,General Acute Care Hospital,-118.24333,34.06615,-13162785.93,4037687.16
SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS,Los Angeles,90026,37,Los Angeles,Hospital,General Acute Care Hospital,-118.26324,34.06879,-13165002.31,4038041.93
SAN DIMAS COMMUNITY HOSPITAL,San Dimas,91773,37,Los Angeles,Hospital,General Acute Care Hospital,-117.83218,34.09922,-13117016.93,4042131.981
MISSION COMMUNITY HOSPITAL - SAN FERNANDO CAMPUS,San Fernando,91340,37,Los Angeles,Hospital,General Acute Care Hospital,-118.4444,34.27684,-13185168.94,4066035.065
PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,San Pedro,90732,37,Los Angeles,Hospital,General Acute Care Hospital,-118.30557,33.73798,-13169714.46,3993672.522
MIRACLE MILE MEDICAL CENTER,Los Angeles,90036,37,Los Angeles,Hospital,General Acute Care Hospital,-118.36195,34.0572,-13175990.65,4036484.521
ELASTAR COMMUNITY HOSPITAL,Los Angeles,90022,37,Los Angeles,Hospital,General Acute Care Hospital,-118.17147,34.0391,-13154786.52,4034052.753
SANTA MONICA - UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,Santa Monica,90404,37,Los Angeles,Hospital,General Acute Care Hospital,-118.48623,34.02755,-13189825.43,4032501.264
SANTA TERESITA HOSPITAL,Duarte,91010,37,Los Angeles,Hospital,General Acute Care Hospital,-117.97766,34.14306,-13133211.69,4048027.042
PACIFICA HOSPITAL OF THE VALLEY,Sun Valley,91352,37,Los Angeles,Hospital,General Acute Care Hospital,-118.39555,34.24088,-13179730.98,4061191.707
SHERMAN OAKS HOSPITAL,Sherman Oaks,91403,37,Los Angeles,Hospital,General Acute Care Hospital,-118.4488,34.15995,-13185658.75,4050299.02
SHRINERS HOSPITAL FOR  CHILDREN,Los Angeles,90020,37,Los Angeles,Hospital,General Acute Care Hospital,-118.28596,34.06762,-13167531.48,4037884.701
ST. FRANCIS MEDICAL CENTER,Lynwood,90262,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20415,33.93085,-13158424.44,4019519.991
PROVIDENCE SAINT JOHN'S HEALTH CENTER,Santa Monica,90404,37,Los Angeles,Hospital,General Acute Care Hospital,-118.47867,34.0298,-13188983.86,4032803.486
PROVIDENCE SAINT JOSEPH MEDICAL CENTER,Burbank,91505,37,Los Angeles,Hospital,General Acute Care Hospital,-118.32711,34.1559,-13172112.28,4049754.188
ST. LUKE MEDICAL CENTER,Pasadena,91107,37,Los Angeles,Hospital,General Acute Care Hospital,-118.09548,34.16903,-13146327.35,4051520.609
COAST PLAZA HOSPITAL,Norwalk,90650,37,Los Angeles,Hospital,General Acute Care Hospital,-118.09906,33.91264,-13146725.88,4017077.081
TEMPLE COMMUNITY HOSPITAL,Los Angeles,90004,37,Los Angeles,Hospital,General Acute Care Hospital,-118.28366,34.07534,-13167275.45,4038922.182
RONALD REAGAN UCLA MEDICAL CENTER,Los Angeles,90095,37,Los Angeles,Hospital,General Acute Care Hospital,-118.445,34.068889,-13185235.73,4038055.235
NORTHRIDGE HOSPITAL MEDICAL CENTER - SHERMAN WAY,Van Nuys,91405,37,Los Angeles,Hospital,General Acute Care Hospital,-118.44908,34.19938,-13185689.91,4055604.753
VALLEY PRESBYTERIAN HOSPITAL,Van Nuys,91405,37,Los Angeles,Hospital,General Acute Care Hospital,-118.46196,34.19399,-13187123.71,4054879.324
SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,Van Nuys,91401,37,Los Angeles,Hospital,General Acute Care Hospital,-118.44724,34.17673,-13185485.09,4052556.647
USC VERDUGO HILLS HOSPITAL,Glendale,91208,37,Los Angeles,Hospital,General Acute Care Hospital,-118.2152,34.20557,-13159654.52,4056437.908
LOS ANGELES METROPOLITAN MEDICAL CENTER,Los Angeles,90018,37,Los Angeles,Hospital,General Acute Care Hospital,-118.30909,34.03606,-13170106.3,4033644.375
"DOCTORS HOSPITAL OF WEST COVINA, INC",West Covina,91790,37,Los Angeles,Hospital,General Acute Care Hospital,-117.94505,34.07042,-13129581.56,4038260.976
WEST HILLS HOSPITAL AND MEDICAL CENTER,West Hills,91307,37,Los Angeles,Hospital,General Acute Care Hospital,-118.62939,34.20337,-13205761.93,4056141.79
SHC SPECIALTY HOSPITAL,Westlake Village,91361,37,Los Angeles,Hospital,General Acute Care Hospital,-118.8204,34.14539,-13227025.06,4048340.444
WHITE MEMORIAL MEDICAL CENTER,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21739,34.051,-13159898.31,4035651.481
WHITTIER HOSPITAL MEDICAL CENTER,Whittier,90605,37,Los Angeles,Hospital,General Acute Care Hospital,-118.00303,33.95379,-13136035.87,4022598.182
HENRY MAYO NEWHALL HOSPITAL,Valencia,91355,37,Los Angeles,Hospital,General Acute Care Hospital,-118.55324,34.39637,-13197284.95,4082149.16
LANTERMAN DEVELOPMENTAL CENTER,Pomona,91768,37,Los Angeles,Hospital,General Acute Care Hospital,-117.81286,34.04567,-13114866.24,4034935.381
"USC KENNETH NORRIS, JR. CANCER HOSPITAL",Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20471,34.062,-13158486.78,4037129.495
LAC/HARBOR-UCLA MEDICAL CENTER,Torrance,90502,37,Los Angeles,Hospital,General Acute Care Hospital,-118.29332,33.83149,-13168350.8,4006196.98
LAC+USC MEDICAL CENTER,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.21031,34.05982,-13159110.17,4036836.564
"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",Los Angeles,90059,37,Los Angeles,Hospital,General Acute Care Hospital,-118.2435,33.92453,-13162804.86,4018672.091
LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,Sylmar,91342,37,Los Angeles,Hospital,General Acute Care Hospital,-118.45255,34.32418,-13186076.19,4072414.326
LAC/RANCHO LOS AMIGOS NATIONAL REHAB CENTER,Downey,90242,37,Los Angeles,Hospital,General Acute Care Hospital,-118.15795,33.92723,-13153281.48,4019034.319
USC UNIVERSITY HOSPITAL - NORFOLK,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20332,34.06136,-13158332.04,4037043.496
KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,Woodland Hills,91367,37,Los Angeles,Hospital,General Acute Care Hospital,-118.58829,34.17198,-13201186.7,4051917.525
KECK HOSPITAL OF USC,Los Angeles,90033,37,Los Angeles,Hospital,General Acute Care Hospital,-118.20287,34.06284,-13158281.95,4037242.37
KAISER FOUNDATION HOSPITAL - BALDWIN PARK,Baldwin Park,91706,37,Los Angeles,Hospital,General Acute Care Hospital,-117.986,34.06348,-13134140.1,4037328.368
EARL AND LORAINE MILLER CHILDRENS HOSPITAL,Long Beach,90806,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1852,33.80801,-13156314.94,4003050.849
LITTLE CO OF MARY TRANSITIONAL CARE CTR-BEACH CITY,Redondo Beach,92072,37,Los Angeles,Hospital,General Acute Care Hospital,-118.37779,33.85039,-13177753.95,4008730.055
KAISER FOUNDATION HOSPITAL - DOWNEY,Downey,90242,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1290216,33.9171234,-13150061.19,4017678.49
PALMDALE REGIONAL MEDICAL CENTER,Palmdale,93551,37,Los Angeles,Hospital,General Acute Care Hospital,-118.1443461,34.5843754,-13151767.09,4107541.219
SAN FERNANDO POST ACUTE HOSPITAL,Sylmar,91342,37,Los Angeles,Hospital,General Acute Care Hospital,-118.4028359,34.28174614,-13180542.04,4066696.021
CHOWCHILLA DISTRICT MEMORIAL HOSPITAL,Chowchilla,93610,39,Madera,Hospital,General Acute Care Hospital,-120.2736,37.1208,-13388794.49,4455957.443
MADERA COMMUNITY HOSPITAL,Madera,93637,39,Madera,Hospital,General Acute Care Hospital,-120.04561,36.94535,-13363414.76,4431491.31
VALLEY CHILDREN'S HOSPITAL,Madera,93636,39,Madera,Hospital,General Acute Care Hospital,-119.80042,36.88439,-13336120.34,4423003.764
KAISER FOUNDATION HOSPITAL - SAN RAFAEL,San Rafael,94903,41,Marin,Hospital,General Acute Care Hospital,-122.55376,38.0041,-13642620.69,4580004.316
KENTFIELD REHABILITATION & SPECIALTY HOSPITAL,Kentfield,94904,41,Marin,Hospital,General Acute Care Hospital,-122.55451,37.9608,-13642704.18,4573888.942
MARIN GENERAL HOSPITAL,Greenbrae,94904,41,Marin,Hospital,General Acute Care Hospital,-122.53715,37.94651,-13640771.67,4571871.518
NOVATO COMMUNITY HOSPITAL,Novato,94947,41,Marin,Hospital,General Acute Care Hospital,-122.58049,38.09842,-13645596.26,4593337.895
NOVATO COMMUNITY HOSPITAL,Novato,94945,41,Marin,Hospital,General Acute Care Hospital,-122.55887,38.09749,-13643189.53,4593206.341
JOHN C FREMONT HEALTHCARE DISTRICT,Mariposa,95338,43,Mariposa,Hospital,General Acute Care Hospital,-119.97714,37.50126,-13355792.71,4509207.471
FRANK R HOWARD MEMORIAL HOSPITAL,Willits,95490,45,Mendocino,Hospital,General Acute Care Hospital,-123.34973,39.40079,-13731227.63,4779244.262
MENDOCINO COAST DISTRICT HOSPITAL,Fort Bragg,95437,45,Mendocino,Hospital,General Acute Care Hospital,-123.80068,39.4326,-13781427.15,4783827.891
UKIAH VALLEY MEDICAL CENTER/DORA STREET,Ukiah,95482,45,Mendocino,Hospital,General Acute Care Hospital,-123.20981,39.13698,-13715651.81,4741311.096
UKIAH VALLEY MEDICAL CENTER,Ukiah,95482,45,Mendocino,Hospital,General Acute Care Hospital,-123.20363,39.1528,-13714963.86,4743581.832
Frank R. Howard memorial Hospital,Willits,95490,45,Mendocino,Hospital,General Acute Care Hospital,-123.3515086,39.40019065,-13731425.63,4779157.919
DOS PALOS MEMORIAL HOSPITAL,Dos Palos,93620,47,Merced,Hospital,General Acute Care Hospital,-120.62826,36.98681,-13428275.05,4437267.728
MEMORIAL HOSPITAL LOS BANOS,Los Banos,93635,47,Merced,Hospital,General Acute Care Hospital,-120.86147,37.06273,-13454235.87,4447853.449
MERCY MEDICAL CENTER - MERCED,Merced,95340,47,Merced,Hospital,General Acute Care Hospital,-120.4651815,37.3402309,-13410121.24,4486636.577
MERCY MEDICAL CENTER MERCED-DOMINICAN CAMPUS,Merced,95340,47,Merced,Hospital,General Acute Care Hospital,-120.47866,37.3126,-13411621.66,4482768.518
SURPRISE VALLEY COMMUNITY HOSPITAL,Cedarville,96104,49,Modoc,Hospital,General Acute Care Hospital,-120.17187,41.53221,-13377469.89,5091161.493
MODOC MEDICAL CENTER,Alturas,96101,49,Modoc,Hospital,General Acute Care Hospital,-120.54407,41.48001,-13418903,5083402.127
MAMMOTH HOSPITAL,Mammoth Lakes,93546,51,Mono,Hospital,General Acute Care Hospital,-118.96408,37.64524,-13243019.41,4529429.899
COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,Monterey,93940,53,Monterey,Hospital,General Acute Care Hospital,-121.92488,36.59827,-13572614.11,4383257.078
GEORGE L MEE MEMORIAL HOSPITAL,King City,93930,53,Monterey,Hospital,General Acute Care Hospital,-121.1325,36.2071,-13484406.79,4329154.878
SALINAS VALLEY MEMORIAL HOSPITAL,Salinas,93901,53,Monterey,Hospital,General Acute Care Hospital,-121.6481,36.66022,-13541803.11,4391850.384
NATIVIDAD MEDICAL CENTER,Salinas,93906,53,Monterey,Hospital,General Acute Care Hospital,-121.6297,36.69686,-13539754.83,4396936.105
QUEEN OF THE VALLEY MEDICAL CENTER,Napa,94558,55,Napa,Hospital,General Acute Care Hospital,-122.296,38.32363,-13613926.98,4625244.582
ST. HELENA HOSPITAL,St. Helena,94574,55,Napa,Hospital,General Acute Care Hospital,-122.473003,38.53937349,-13633630.86,4655903.201
N M HOLDERMAN MEMORIAL HOSPITAL (VET'S HOME OF CAL,Yountville,94599,55,Napa,Hospital,General Acute Care Hospital,-122.361896,38.402379,-13621262.48,4636424.741
SIERRA NEVADA MEMORIAL HOSPITAL,Grass Valley,95945,57,Nevada,Hospital,General Acute Care Hospital,-121.04748,39.22932,-13474942.37,4754572.381
TAHOE FOREST HOSPITAL,Truckee,96161,57,Nevada,Hospital,General Acute Care Hospital,-120.2014553,39.3245579,-13380763.35,4768268.151
CHILDREN'S HOSPITAL OF ORANGE COUNTY,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.865261,33.780349,-13120699.5,3999345.605
ORANGE COAST MEMORIAL MEDICAL CENTER,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.95524,33.70162,-13130715.91,3988806.254
"PACIFIC ORANGE HOSPITAL, LLC",Anaheim,92804,59,Orange,Hospital,General Acute Care Hospital,-118.00706,33.81716,-13136484.49,4004276.771
AHMC ANAHEIM REGIONAL MEDICAL CENTER,Anaheim,92801,59,Orange,Hospital,General Acute Care Hospital,-117.93248,33.84725,-13128182.28,4008309.174
ANAHEIM GENERAL HOSPITAL - BUENA PARK CAMPUS,Buena Park,90621,59,Orange,Hospital,General Acute Care Hospital,-117.99808,33.87674,-13135484.84,4012262.549
BREA COMMUNITY HOSPITAL,Brea,92621,59,Orange,Hospital,General Acute Care Hospital,-117.90124,33.93192,-13124704.66,4019663.548
KINDRED HOSPITAL - BREA,Brea,92821,59,Orange,Hospital,General Acute Care Hospital,-117.89341,33.93393,-13123833.03,4019933.229
KAISER FND HOSP - ORANGE COUNTY - LAKEVIEW,Anaheim,92807,59,Orange,Hospital,General Acute Care Hospital,-117.81603,33.85295,-13115219.13,4009073.198
CHAPMAN GLOBAL MEDICAL CENTER,Orange,92869,59,Orange,Hospital,General Acute Care Hospital,-117.82586,33.78785,-13116313.4,4000350.259
COLLEGE HOSPITAL COSTA MESA,Costa Mesa,92627,59,Orange,Hospital,General Acute Care Hospital,-117.91303,33.65249,-13126017.12,3982234.177
KINDRED HOSPITAL - SANTA ANA,Santa Ana,92706,59,Orange,Hospital,General Acute Care Hospital,-117.89175,33.76153,-13123648.24,3996825.449
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.93694,33.71546,-13128678.76,3990658.297
ANAHEIM GLOBAL MEDICAL CENTER,Anaheim,92805,59,Orange,Hospital,General Acute Care Hospital,-117.90921,33.8209,-13125591.88,4004777.896
HOAG MEMORIAL HOSPITAL PRESBYTERIAN,Newport Beach,92663,59,Orange,Hospital,General Acute Care Hospital,-117.92949,33.62526,-13127849.44,3978593.26
HUNTINGTON BEACH HOSPITAL,Huntington Beach,92647,59,Orange,Hospital,General Acute Care Hospital,-117.98895,33.70442,-13134468.49,3989180.921
LA PALMA INTERCOMMUNITY HOSPITAL,La Palma,90623,59,Orange,Hospital,General Acute Care Hospital,-118.03737,33.8485,-13139858.58,4008476.72
ORANGE CO COMMUNITY HOSP - BUENA PARK,Buena Park,90620,59,Orange,Hospital,General Acute Care Hospital,-118.01393,33.83174,-13137249.25,4006230.48
LOS ALAMITOS MEDICAL CENTER,Los Alamitos,90720,59,Orange,Hospital,General Acute Care Hospital,-118.0674,33.80327,-13143201.5,4002415.832
SOUTH COAST GLOBAL MEDICAL CENTER,Santa Ana,92704,59,Orange,Hospital,General Acute Care Hospital,-117.88539,33.71112,-13122940.25,3990077.494
MISSION HOSPITAL REGIONAL MEDICAL CENTER,Mission Viejo,92691,59,Orange,Hospital,General Acute Care Hospital,-117.66768,33.56279,-13098704.89,3970244.754
UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.89064,33.7889,-13123524.67,4000490.9
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,Garden Grove,92843,59,Orange,Hospital,General Acute Care Hospital,-117.9130315,33.7745089,-13126017.28,3998563.466
PLACENTIA LINDA HOSPITAL,Placentia,92870,59,Orange,Hospital,General Acute Care Hospital,-117.8431129,33.88704521,-13118233.98,4013644.367
SANTA ANA HOSPITAL MEDICAL CENTER INC,Santa Ana,92706,59,Orange,Hospital,General Acute Care Hospital,-117.90275,33.76261,-13124872.75,3996970.063
SADDLEBACK MEMORIAL MEDICAL CENTER,Laguna Hills,92653,59,Orange,Hospital,General Acute Care Hospital,-117.70837,33.60796,-13103234.47,3976280.678
SADDLEBACK MEMORIAL MEDICAL CENTER - SAN CLEMENTE,San Clemente,92673,59,Orange,Hospital,General Acute Care Hospital,-117.65019,33.45771,-13096757.91,3956215.449
MISSION HOSPITAL LAGUNA BEACH,Laguna Beach,92651,59,Orange,Hospital,General Acute Care Hospital,-117.7422502,33.4997391,-13107006,3961824.741
ST. JOSEPH HOSPITAL - ORANGE,Orange,92868,59,Orange,Hospital,General Acute Care Hospital,-117.86516,33.7823,-13120688.25,3999606.906
ST. JUDE MEDICAL CENTER,Fullerton,92835,59,Orange,Hospital,General Acute Care Hospital,-117.92851,33.89349,-13127740.34,4014508.63
FOOTHILL REGIONAL MEDICAL CENTER,Tustin,92780,59,Orange,Hospital,General Acute Care Hospital,-117.82903,33.73119,-13116666.28,3992763.617
WEST ANAHEIM MEDICAL CENTER,Anaheim,92804,59,Orange,Hospital,General Acute Care Hospital,-117.99492,33.82482,-13135133.07,4005303.164
KINDRED HOSPITAL - WESTMINSTER,Westminster,92683,59,Orange,Hospital,General Acute Care Hospital,-117.99438,33.76301,-13135072.96,3997023.625
ORANGE COUNTY GLOBAL MEDICAL CENTER,Santa Ana,92705,59,Orange,Hospital,General Acute Care Hospital,-117.83398,33.75361,-13117217.31,3995765.004
ANAHEIM MEMORIAL MEDICAL CENTER WEST,Anaheim,92801,59,Orange,Hospital,General Acute Care Hospital,-117.94791,33.85048,-13129899.94,4008742.115
FAIRVIEW DEVELOPMENTAL CENTER,Costa Mesa,92626,59,Orange,Hospital,General Acute Care Hospital,-117.91939,33.66325,-13126725.11,3983673.212
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - WARNER,Fountain Valley,92708,59,Orange,Hospital,General Acute Care Hospital,-117.93159,33.71625,-13128083.21,3990764.022
HOAG HOSPITAL IRVINE,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.77371,33.66168,-13110508.09,3983463.229
HEALTHSOUTH TUSTIN REHABILITATION HOSPITAL,Tustin,92780,59,Orange,Hospital,General Acute Care Hospital,-117.83028,33.74754,-13116805.43,3994952.33
CHILDREN'S HOSPITAL AT MISSION,Mission Viejo,92691,59,Orange,Hospital,General Acute Care Hospital,-117.66768,33.56279,-13098704.89,3970244.754
HEALTHBRIDGE CHILDREN'S HOSPITAL-ORANGE,Orange,92866,59,Orange,Hospital,General Acute Care Hospital,-117.83563,33.78226,-13117400.99,3999601.548
KAISER FND HOSP - ORANGE COUNTY - IRVINE,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.773889,33.658333,-13110528.01,3983015.592
KAISER FND HOSP - ORANGE COUNTY - ANAHEIM,Anaheim,92806,59,Orange,Hospital,General Acute Care Hospital,-117.8439815,33.8544317,-13118330.67,4009271.813
HOAG ORTHOPEDIC INSTITUTE,Irvine,92618,59,Orange,Hospital,General Acute Care Hospital,-117.7735916,33.6617789,-13110494.91,3983476.456
SUTTER AUBURN FAITH HOSPITAL,Auburn,95602,61,Placer,Hospital,General Acute Care Hospital,-121.0982,38.94452,-13480588.5,4713726.909
SUTTER ROSEVILLE MEDICAL CENTER,Roseville,95661,61,Placer,Hospital,General Acute Care Hospital,-121.25055,38.76439,-13497548.03,4687977.698
KAISER FOUNDATION HOSPITAL - ROSEVILLE,Roseville,95661,61,Placer,Hospital,General Acute Care Hospital,-121.25107,38.74636,-13497605.91,4685403.931
EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,Portola,96122,63,Plumas,Hospital,General Acute Care Hospital,-120.47088,39.8052,-13410755.56,4837673.953
INDIAN VALLEY HOSPITAL,Greenville,95947,63,Plumas,Hospital,General Acute Care Hospital,-120.93897,40.13951,-13462863.08,4886235.48
PLUMAS DISTRICT HOSPITAL,Quincy,95971,63,Plumas,Hospital,General Acute Care Hospital,-120.96244,39.93938,-13465475.76,4857136.286
SENECA DISTRICT HOSPITAL,Chester,96020,63,Plumas,Hospital,General Acute Care Hospital,-121.23421,40.30518,-13495729.04,4910389.045
CORONA REGIONAL MEDICAL CENTER-MAGNOLIA,Corona,92879,65,Riverside,Hospital,General Acute Care Hospital,-117.5546427,33.8586945,-13086121.63,4009843.237
CORONA REGIONAL MEDICAL CENTER-MAIN,Corona,92882,65,Riverside,Hospital,General Acute Care Hospital,-117.5668015,33.8733354,-13087475.14,4011806.062
DESERT REGIONAL MEDICAL CENTER,Palm Springs,92262,65,Riverside,Hospital,General Acute Care Hospital,-116.54549,33.83932,-12973783.29,4007246.315
EISENHOWER MEDICAL CENTER,Rancho Mirage,92270,65,Riverside,Hospital,General Acute Care Hospital,-116.40808,33.76418,-12958486.88,3997180.281
HEMET VALLEY MEDICAL CENTER,Hemet,92543,65,Riverside,Hospital,General Acute Care Hospital,-116.95958,33.75113,-13019879.57,3995432.959
JOHN F KENNEDY MEMORIAL HOSPITAL,Indio,92201,65,Riverside,Hospital,General Acute Care Hospital,-116.23391,33.70677,-12939098.37,3989495.37
PALO VERDE HOSPITAL,Blythe,92225,65,Riverside,Hospital,General Acute Care Hospital,-114.5956,33.61315,-12756722.56,3976974.381
PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,Riverside,92503,65,Riverside,Hospital,General Acute Care Hospital,-117.43996,33.92573,-13073355.21,4018833.074
RIVERSIDE COMMUNITY HOSPITAL,Riverside,92501,65,Riverside,Hospital,General Acute Care Hospital,-117.37997,33.97641,-13066677.16,4025634.244
RIVERSIDE COUNTY REGIONAL MEDICAL CENTER - D/P APH,Riverside,92503,65,Riverside,Hospital,General Acute Care Hospital,-117.45657,33.92007,-13075204.23,4018073.763
SAN GORGONIO MEMORIAL HOSPITAL,Banning,92220,65,Riverside,Hospital,General Acute Care Hospital,-116.94678,33.9295,-13018454.68,4019338.859
KINDRED HOSPITAL - RIVERSIDE,Perris,92571,65,Riverside,Hospital,General Acute Care Hospital,-117.22161,33.81241,-13049048.61,4003640.341
SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,Wildomar,92595,65,Riverside,Hospital,General Acute Care Hospital,-117.23699,33.59124,-13050760.7,3974046.066
MENIFEE VALLEY MEDICAL CENTER,Sun City,92585,65,Riverside,Hospital,General Acute Care Hospital,-117.15691,33.72146,-13041846.24,3991461.292
